"diseaseId","diseaseName","drugId","drugName","type","mechanismOfAction","actionType","symbol","name","phase","status","source"
"MONDO_0100096","COVID-19","CHEMBL2108677","PEGINTERFERON BETA-1A","Protein","Interferon alpha/beta receptor agonist","Agonist","IFNAR2","interferon alpha and beta receptor subunit 2",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04727424%22"
"MONDO_0100096","COVID-19","CHEMBL1201580","ADALIMUMAB","Antibody","TNF-alpha inhibitor","Inhibitor","TNF","tumor necrosis factor",3,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04705844%22"
"MONDO_0100096","COVID-19","CHEMBL434394","NEBIVOLOL","Small molecule","Beta-1 adrenergic receptor antagonist","Antagonist","ADRB1","adrenoceptor beta 1",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04631536%22"
"MONDO_0100096","COVID-19","CHEMBL1200694","SEVOFLURANE","Small molecule","GABA-A receptor; anion channel positive allosteric modulator","Positive allosteric modulator","GABRG2","gamma-aminobutyric acid type A receptor subunit gamma2",3,"Completed","https://clinicaltrials.gov/search?id=%22NCT04355962%22"
"MONDO_0100096","COVID-19","CHEMBL1569","AMANTADINE HYDROCHLORIDE","Small molecule","Glutamate [NMDA] receptor antagonist","Antagonist","GRIN1","glutamate ionotropic receptor NMDA type subunit 1",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04854759%22"
"MONDO_0100096","COVID-19","CHEMBL2106041","AVIPTADIL","Protein","Adrenergic receptor alpha antagonist","Antagonist","ADRA2B","adrenoceptor alpha 2B",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04843761%22"
"MONDO_0100096","COVID-19","CHEMBL660","AMANTADINE","Small molecule","Glutamate [NMDA] receptor antagonist","Antagonist","GRIN2D","glutamate ionotropic receptor NMDA type subunit 2D",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04952519%22,https://clinicaltrials.gov/search?id=%22NCT04854759%22"
"MONDO_0100096","COVID-19","CHEMBL2105759","BARICITINIB","Small molecule","Tyrosine-protein kinase JAK1 inhibitor","Inhibitor","JAK1","Janus kinase 1",3,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04832880%22"
"MONDO_0100096","COVID-19","CHEMBL502835","NINTEDANIB","Small molecule","Fibroblast growth factor receptor inhibitor","Inhibitor","FGFR4","fibroblast growth factor receptor 4",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04541680%22"
"MONDO_0100096","COVID-19","CHEMBL2109343","LERONLIMAB","Antibody","C-C chemokine receptor type 5 antagonist","Antagonist","CCR5","C-C motif chemokine receptor 5",3,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04901676%22,https://clinicaltrials.gov/search?id=%22NCT04901689%22"
"MONDO_0100096","COVID-19","CHEMBL1256","ISOFLURANE","Small molecule","GABA-A receptor; anion channel positive allosteric modulator","Positive allosteric modulator","GABRQ","gamma-aminobutyric acid type A receptor subunit theta",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04415060%22"
"MONDO_0100096","COVID-19","CHEMBL2106041","AVIPTADIL","Protein","Adrenergic receptor alpha antagonist","Antagonist","ADRA1D","adrenoceptor alpha 1D",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04843761%22"
"MONDO_0100096","COVID-19","CHEMBL384467","DEXAMETHASONE","Small molecule","Glucocorticoid receptor agonist","Agonist","NR3C1","nuclear receptor subfamily 3 group C member 1",3,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04832880%22"
"MONDO_0100096","COVID-19","CHEMBL429910","DAPAGLIFLOZIN","Small molecule","Sodium/glucose cotransporter 2 inhibitor","Inhibitor","SLC5A2","solute carrier family 5 member 2",3,"Active, not recruiting","https://clinicaltrials.gov/search?id=%22NCT04350593%22"
"MONDO_0100096","COVID-19","CHEMBL163","RITONAVIR","Small molecule","Cytochrome P450 3A inhibitor","Inhibitor","CYP3A7","cytochrome P450 family 3 subfamily A member 7",3,"Active, not recruiting","https://clinicaltrials.gov/search?id=%22NCT04328285%22,https://clinicaltrials.gov/search?id=%22NCT04315948%22"
"MONDO_0100096","COVID-19","CHEMBL1200694","SEVOFLURANE","Small molecule","GABA-A receptor; anion channel positive allosteric modulator","Positive allosteric modulator","GABRP","gamma-aminobutyric acid type A receptor subunit pi",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04415060%22"
"MONDO_0100096","COVID-19","CHEMBL1200694","SEVOFLURANE","Small molecule","GABA-A receptor; anion channel positive allosteric modulator","Positive allosteric modulator","GABRA2","gamma-aminobutyric acid type A receptor subunit alpha2",3,"Completed","https://clinicaltrials.gov/search?id=%22NCT04355962%22"
"MONDO_0100096","COVID-19","CHEMBL502835","NINTEDANIB","Small molecule","Fibroblast growth factor receptor inhibitor","Inhibitor","FGFR1","fibroblast growth factor receptor 1",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04541680%22"
"MONDO_0100096","COVID-19","CHEMBL1200694","SEVOFLURANE","Small molecule","Potassium channel subfamily K member 3 opener","Opener","KCNK3","potassium two pore domain channel subfamily K member 3",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04415060%22"
"MONDO_0100096","COVID-19","CHEMBL163","RITONAVIR","Small molecule","Cytochrome P450 3A inhibitor","Inhibitor","CYP3A4","cytochrome P450 family 3 subfamily A member 4",3,"Withdrawn","https://clinicaltrials.gov/search?id=%22NCT04365582%22,https://clinicaltrials.gov/search?id=%22NCT04409483%22"
"MONDO_0100096","COVID-19","CHEMBL3544984","TRADIPITANT","Small molecule","Neurokinin 1 receptor antagonist","Antagonist","TACR1","tachykinin receptor 1",3,"Enrolling by invitation","https://clinicaltrials.gov/search?id=%22NCT04326426%22"
"MONDO_0100096","COVID-19","CHEMBL3707348","ACALABRUTINIB","Small molecule","Tyrosine-protein kinase BTK inhibitor","Inhibitor","BTK","Bruton tyrosine kinase",3,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04647669%22"
"MONDO_0100096","COVID-19","CHEMBL1201265","METHYLPREDNISOLONE HEMISUCCINATE","Small molecule","Glucocorticoid receptor agonist","Agonist","NR3C1","nuclear receptor subfamily 3 group C member 1",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04826588%22"
"MONDO_0100096","COVID-19","CHEMBL1200699","DOXYCYCLINE","Small molecule","Matrix metalloproteinase 13 inhibitor","Inhibitor","MMP13","matrix metallopeptidase 13",3,"Completed","https://clinicaltrials.gov/search?id=%22NCT04523831%22"
"MONDO_0100096","COVID-19","CHEMBL107","COLCHICINE","Small molecule","Tubulin inhibitor","Inhibitor","TUBB2A","tubulin beta 2A class IIa",3,"Completed","https://clinicaltrials.gov/search?id=%22NCT04322682%22,https://clinicaltrials.gov/search?id=%22NCT04350320%22,https://clinicaltrials.gov/search?id=%22NCT04667780%22,https://clinicaltrials.gov/search?id=%22NCT04328480%22"
"MONDO_0100096","COVID-19","CHEMBL1201476","ENOXAPARIN SODIUM","Oligosaccharide","Antithrombin-III activator","Activator","SERPINC1","serpin family C member 1",3,"Terminated","https://clinicaltrials.gov/search?id=%22NCT04359277%22"
"MONDO_0100096","COVID-19","CHEMBL4297717","CD24FC","Unknown","Heat shock 70 kDa protein 1A/1B inhibitor","Inhibitor","HSPA1A","heat shock protein family A (Hsp70) member 1A",3,"Completed","https://clinicaltrials.gov/search?id=%22NCT04317040%22"
"MONDO_0100096","COVID-19","CHEMBL3","NICOTINE","Small molecule","Neuronal acetylcholine receptor; alpha4/beta2 agonist","Agonist","CHRNA4","cholinergic receptor nicotinic alpha 4 subunit",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04608201%22,https://clinicaltrials.gov/search?id=%22NCT04583410%22"
"MONDO_0100096","COVID-19","CHEMBL71","CHLORPROMAZINE","Small molecule","D2-like dopamine receptor antagonist","Antagonist","DRD4","dopamine receptor D4",3,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04366739%22"
"MONDO_0100096","COVID-19","CHEMBL1433","DOXYCYCLINE","Small molecule","Matrix metalloproteinase 7 inhibitor","Inhibitor","MMP7","matrix metallopeptidase 7",3,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04371952%22"
"MONDO_0100096","COVID-19","CHEMBL2105759","BARICITINIB","Small molecule","Tyrosine-protein kinase JAK1 inhibitor","Inhibitor","JAK1","Janus kinase 1",3,"Completed","https://clinicaltrials.gov/search?id=%22NCT04401579%22,https://clinicaltrials.gov/search?id=%22NCT04421027%22"
"MONDO_0100096","COVID-19","CHEMBL1256","ISOFLURANE","Small molecule","GABA-A receptor; anion channel positive allosteric modulator","Positive allosteric modulator","GABRA6","gamma-aminobutyric acid type A receptor subunit alpha6",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04415060%22"
"MONDO_0100096","COVID-19","CHEMBL107","COLCHICINE","Small molecule","Tubulin inhibitor","Inhibitor","TUBB6","tubulin beta 6 class V",3,"Withdrawn","https://clinicaltrials.gov/search?id=%22NCT04603690%22"
"MONDO_0100096","COVID-19","CHEMBL1256","ISOFLURANE","Small molecule","GABA-A receptor; anion channel positive allosteric modulator","Positive allosteric modulator","GABRB3","gamma-aminobutyric acid type A receptor subunit beta3",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04415060%22"
"MONDO_0100096","COVID-19","CHEMBL1200694","SEVOFLURANE","Small molecule","GABA-A receptor; anion channel positive allosteric modulator","Positive allosteric modulator","GABRA1","gamma-aminobutyric acid type A receptor subunit alpha1",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04415060%22"
"MONDO_0100096","COVID-19","CHEMBL1200694","SEVOFLURANE","Small molecule","Potassium channel subfamily K member 2 opener","Opener","KCNK2","potassium two pore domain channel subfamily K member 2",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04415060%22"
"MONDO_0100096","COVID-19","CHEMBL932","DIPYRIDAMOLE","Small molecule","3',5'-cyclic phosphodiesterase inhibitor","Inhibitor","PDE7B","phosphodiesterase 7B",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04410328%22"
"MONDO_0100096","COVID-19","CHEMBL163","RITONAVIR","Small molecule","Cytochrome P450 3A inhibitor","Inhibitor","CYP3A43","cytochrome P450 family 3 subfamily A member 43",3,"Withdrawn","https://clinicaltrials.gov/search?id=%22NCT04409483%22,https://clinicaltrials.gov/search?id=%22NCT04365582%22"
"MONDO_0100096","COVID-19","CHEMBL2095208","COBICISTAT","Small molecule","Cytochrome P450 3A inhibitor","Inhibitor","CYP3A7","cytochrome P450 family 3 subfamily A member 7",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04252274%22"
"MONDO_0100096","COVID-19","CHEMBL1690","HYDROXYCHLOROQUINE SULFATE","Small molecule","Toll-like receptor 7 antagonist","Antagonist","TLR7","toll like receptor 7",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04341727%22"
"MONDO_0100096","COVID-19","CHEMBL3","NICOTINE","Small molecule","Neuronal acetylcholine receptor; alpha4/beta2 agonist","Agonist","CHRNB2","cholinergic receptor nicotinic beta 2 subunit",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04583410%22,https://clinicaltrials.gov/search?id=%22NCT04608201%22"
"MONDO_0100096","COVID-19","CHEMBL1200694","SEVOFLURANE","Small molecule","GABA-A receptor; anion channel positive allosteric modulator","Positive allosteric modulator","GABRB3","gamma-aminobutyric acid type A receptor subunit beta3",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04415060%22"
"MONDO_0100096","COVID-19","CHEMBL2105759","BARICITINIB","Small molecule","Tyrosine-protein kinase JAK1 inhibitor","Inhibitor","JAK1","Janus kinase 1",3,"Active, not recruiting","https://clinicaltrials.gov/search?id=%22NCT04640168%22"
"MONDO_0100096","COVID-19","CHEMBL932","DIPYRIDAMOLE","Small molecule","3',5'-cyclic phosphodiesterase inhibitor","Inhibitor","PDE5A","phosphodiesterase 5A",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04410328%22"
"MONDO_0100096","COVID-19","CHEMBL1200694","SEVOFLURANE","Small molecule","GABA-A receptor; anion channel positive allosteric modulator","Positive allosteric modulator","GABRB3","gamma-aminobutyric acid type A receptor subunit beta3",3,"Completed","https://clinicaltrials.gov/search?id=%22NCT04355962%22"
"MONDO_0100096","COVID-19","CHEMBL1201562","INTERFERON BETA-1A","Protein","Interferon alpha/beta receptor agonist","Agonist","IFNAR2","interferon alpha and beta receptor subunit 2",3,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04647669%22"
"MONDO_0100096","COVID-19","CHEMBL2108806","BEMIPARIN SODIUM","Oligosaccharide","Antithrombin-III activator","Activator","SERPINC1","serpin family C member 1",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04604327%22"
"MONDO_0100096","COVID-19","CHEMBL1200699","DOXYCYCLINE","Small molecule","Matrix metalloproteinase 13 inhibitor","Inhibitor","MMP13","matrix metallopeptidase 13",3,"Withdrawn","https://clinicaltrials.gov/search?id=%22NCT04528927%22"
"MONDO_0100096","COVID-19","CHEMBL1743033","ITOLIZUMAB","Antibody","T-cell differentiation antigen CD6 inhibitor","Inhibitor","CD6","CD6 molecule",3,"Withdrawn","https://clinicaltrials.gov/search?id=%22NCT04605926%22"
"MONDO_0100096","COVID-19","CHEMBL1536","ERGOCALCIFEROL","Small molecule","Vitamin D receptor agonist","Agonist","VDR","vitamin D receptor",3,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04372017%22"
"MONDO_0100096","COVID-19","CHEMBL163","RITONAVIR","Small molecule","Cytochrome P450 3A inhibitor","Inhibitor","CYP3A4","cytochrome P450 family 3 subfamily A member 4",3,"Active, not recruiting","https://clinicaltrials.gov/search?id=%22NCT04315948%22,https://clinicaltrials.gov/search?id=%22NCT04328285%22"
"MONDO_0100096","COVID-19","CHEMBL163","RITONAVIR","Small molecule","Cytochrome P450 3A inhibitor","Inhibitor","CYP3A43","cytochrome P450 family 3 subfamily A member 43",3,"Completed","https://clinicaltrials.gov/search?id=%22NCT04364022%22"
"MONDO_0100096","COVID-19","CHEMBL660","AMANTADINE","Small molecule","Glutamate [NMDA] receptor antagonist","Antagonist","GRIN3B","glutamate ionotropic receptor NMDA type subunit 3B",3,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04894617%22"
"MONDO_0100096","COVID-19","CHEMBL1433","DOXYCYCLINE","Small molecule","Matrix metalloproteinase 8 inhibitor","Inhibitor","MMP8","matrix metallopeptidase 8",3,"Withdrawn","https://clinicaltrials.gov/search?id=%22NCT04528927%22"
"MONDO_0100096","COVID-19","CHEMBL4297717","CD24FC","Unknown","Sialic acid-binding Ig-like lectin 10 modulator","Modulator","SIGLEC10","sialic acid binding Ig like lectin 10",3,"Completed","https://clinicaltrials.gov/search?id=%22NCT04317040%22"
"MONDO_0100096","COVID-19","CHEMBL4297717","CD24FC","Unknown","High mobility group protein B1 inhibitor","Inhibitor","HMGB1","high mobility group box 1",3,"Completed","https://clinicaltrials.gov/search?id=%22NCT04317040%22"
"MONDO_0100096","COVID-19","CHEMBL1200694","SEVOFLURANE","Small molecule","GABA-A receptor; anion channel positive allosteric modulator","Positive allosteric modulator","GABRB1","gamma-aminobutyric acid type A receptor subunit beta1",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04415060%22"
"MONDO_0100096","COVID-19","CHEMBL660","AMANTADINE","Small molecule","Glutamate [NMDA] receptor antagonist","Antagonist","GRIN2B","glutamate ionotropic receptor NMDA type subunit 2B",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04952519%22,https://clinicaltrials.gov/search?id=%22NCT04854759%22"
"MONDO_0100096","COVID-19","CHEMBL23","DILTIAZEM","Small molecule","Voltage-gated L-type calcium channel blocker","Blocker","CACNA1F","calcium voltage-gated channel subunit alpha1 F",3,"Withdrawn","https://clinicaltrials.gov/search?id=%22NCT04372082%22"
"MONDO_0100096","COVID-19","CHEMBL514800","APREMILAST","Small molecule","Phosphodiesterase 4 inhibitor","Inhibitor","PDE4A","phosphodiesterase 4A",3,"Active, not recruiting","https://clinicaltrials.gov/search?id=%22NCT04590586%22"
"MONDO_0100096","COVID-19","CHEMBL1200694","SEVOFLURANE","Small molecule","GABA-A receptor; anion channel positive allosteric modulator","Positive allosteric modulator","GABRG3","gamma-aminobutyric acid type A receptor subunit gamma3",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04415060%22"
"MONDO_0100096","COVID-19","CHEMBL932","DIPYRIDAMOLE","Small molecule","3',5'-cyclic phosphodiesterase inhibitor","Inhibitor","PDE3B","phosphodiesterase 3B",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04410328%22"
"MONDO_0100096","COVID-19","CHEMBL1200694","SEVOFLURANE","Small molecule","GABA-A receptor; anion channel positive allosteric modulator","Positive allosteric modulator","GABRA2","gamma-aminobutyric acid type A receptor subunit alpha2",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04415060%22"
"MONDO_0100096","COVID-19","CHEMBL1201581","INFLIXIMAB","Antibody","TNF-alpha inhibitor","Inhibitor","TNF","tumor necrosis factor",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04593940%22"
"MONDO_0100096","COVID-19","CHEMBL3","NICOTINE","Small molecule","Neuronal acetylcholine receptor; alpha4/beta2 agonist","Agonist","CHRNB2","cholinergic receptor nicotinic beta 2 subunit",3,"Completed","https://clinicaltrials.gov/search?id=%22NCT04598594%22"
"MONDO_0100096","COVID-19","CHEMBL163","RITONAVIR","Small molecule","Cytochrome P450 3A inhibitor","Inhibitor","CYP3A4","cytochrome P450 family 3 subfamily A member 4",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04321174%22,https://clinicaltrials.gov/search?id=%22NCT04261270%22,https://clinicaltrials.gov/search?id=%22NCT04303299%22"
"MONDO_0100096","COVID-19","CHEMBL660","AMANTADINE","Small molecule","Glutamate [NMDA] receptor antagonist","Antagonist","GRIN2A","glutamate ionotropic receptor NMDA type subunit 2A",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04854759%22,https://clinicaltrials.gov/search?id=%22NCT04952519%22"
"MONDO_0100096","COVID-19","CHEMBL198362","RIVAROXABAN","Small molecule","Coagulation factor X inhibitor","Inhibitor","F10","coagulation factor X",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04324463%22,https://clinicaltrials.gov/search?id=%22NCT04508023%22"
"MONDO_0100096","COVID-19","CHEMBL932","DIPYRIDAMOLE","Small molecule","3',5'-cyclic phosphodiesterase inhibitor","Inhibitor","PDE6A","phosphodiesterase 6A",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04410328%22"
"MONDO_0100096","COVID-19","CHEMBL107","COLCHICINE","Small molecule","Tubulin inhibitor","Inhibitor","TUBB6","tubulin beta 6 class V",3,"Completed","https://clinicaltrials.gov/search?id=%22NCT04350320%22,https://clinicaltrials.gov/search?id=%22NCT04328480%22,https://clinicaltrials.gov/search?id=%22NCT04667780%22,https://clinicaltrials.gov/search?id=%22NCT04322682%22"
"MONDO_0100096","COVID-19","CHEMBL502835","NINTEDANIB","Small molecule","Fibroblast growth factor receptor inhibitor","Inhibitor","FGFR2","fibroblast growth factor receptor 2",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04541680%22"
"MONDO_0100096","COVID-19","CHEMBL650","METHYLPREDNISOLONE","Small molecule","Glucocorticoid receptor agonist","Agonist","NR3C1","nuclear receptor subfamily 3 group C member 1",3,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04345445%22,https://clinicaltrials.gov/search?id=%22NCT04673162%22"
"MONDO_0100096","COVID-19","CHEMBL514800","APREMILAST","Small molecule","Phosphodiesterase 4 inhibitor","Inhibitor","PDE4D","phosphodiesterase 4D",3,"Active, not recruiting","https://clinicaltrials.gov/search?id=%22NCT04590586%22"
"MONDO_0100096","COVID-19","CHEMBL1433","DOXYCYCLINE","Small molecule","Matrix metalloproteinase 8 inhibitor","Inhibitor","MMP8","matrix metallopeptidase 8",3,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04371952%22"
"MONDO_0100096","COVID-19","CHEMBL1201414","TINZAPARIN SODIUM","Oligosaccharide","Antithrombin-III activator","Activator","SERPINC1","serpin family C member 1",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04483960%22"
"MONDO_0100096","COVID-19","CHEMBL660","AMANTADINE","Small molecule","Glutamate [NMDA] receptor antagonist","Antagonist","GRIN2A","glutamate ionotropic receptor NMDA type subunit 2A",3,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04894617%22"
"MONDO_0100096","COVID-19","CHEMBL1200694","SEVOFLURANE","Small molecule","Potassium channel subfamily K member 18 opener","Opener","KCNK18","potassium two pore domain channel subfamily K member 18",3,"Completed","https://clinicaltrials.gov/search?id=%22NCT04355962%22"
"MONDO_0100096","COVID-19","CHEMBL1201438","ALDESLEUKIN","Protein","Interleukin-2 receptor agonist","Agonist","IL2RA","interleukin 2 receptor subunit alpha",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04724629%22"
"MONDO_0100096","COVID-19","CHEMBL107","COLCHICINE","Small molecule","Tubulin inhibitor","Inhibitor","TUBB1","tubulin beta 1 class VI",3,"Completed","https://clinicaltrials.gov/search?id=%22NCT04328480%22,https://clinicaltrials.gov/search?id=%22NCT04350320%22,https://clinicaltrials.gov/search?id=%22NCT04322682%22,https://clinicaltrials.gov/search?id=%22NCT04667780%22"
"MONDO_0100096","COVID-19","CHEMBL231779","APIXABAN","Small molecule","Coagulation factor X inhibitor","Inhibitor","F10","coagulation factor X",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04650087%22,https://clinicaltrials.gov/search?id=%22NCT04801940%22"
"MONDO_0100096","COVID-19","CHEMBL1064","SIMVASTATIN","Small molecule","HMG-CoA reductase inhibitor","Inhibitor","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3,"Withdrawn","https://clinicaltrials.gov/search?id=%22NCT04343001%22"
"MONDO_0100096","COVID-19","CHEMBL1433","DOXYCYCLINE","Small molecule","Matrix metalloproteinase 7 inhibitor","Inhibitor","MMP7","matrix metallopeptidase 7",3,"Completed","https://clinicaltrials.gov/search?id=%22NCT04523831%22"
"MONDO_0100096","COVID-19","CHEMBL107","COLCHICINE","Small molecule","Tubulin inhibitor","Inhibitor","TUBB1","tubulin beta 1 class VI",3,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04539873%22"
"MONDO_0100096","COVID-19","CHEMBL112","ACETAMINOPHEN","Small molecule","Anandamide amidohydrolase inhibitor","Inhibitor","FAAH","fatty acid amide hydrolase",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04536051%22,https://clinicaltrials.gov/search?id=%22NCT04673214%22,https://clinicaltrials.gov/search?id=%22NCT04416334%22"
"MONDO_0100096","COVID-19","CHEMBL932","DIPYRIDAMOLE","Small molecule","3',5'-cyclic phosphodiesterase inhibitor","Inhibitor","PDE2A","phosphodiesterase 2A",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04410328%22"
"MONDO_0100096","COVID-19","CHEMBL1200694","SEVOFLURANE","Small molecule","GABA-A receptor; anion channel positive allosteric modulator","Positive allosteric modulator","GABRE","gamma-aminobutyric acid type A receptor subunit epsilon",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04415060%22"
"MONDO_0100096","COVID-19","CHEMBL25","ASPIRIN","Small molecule","Cyclooxygenase inhibitor","Inhibitor","PTGS2","prostaglandin-endoperoxide synthase 2",3,"Active, not recruiting","https://clinicaltrials.gov/search?id=%22NCT04498273%22"
"MONDO_0100096","COVID-19","CHEMBL1535","HYDROXYCHLOROQUINE","Small molecule","Toll-like receptor 9 antagonist","Antagonist","TLR9","toll like receptor 9",3,"Completed","https://clinicaltrials.gov/search?id=%22NCT04391127%22,https://clinicaltrials.gov/search?id=%22NCT04321278%22,https://clinicaltrials.gov/search?id=%22NCT04261517%22,https://clinicaltrials.gov/search?id=%22NCT04308668%22,https://clinicaltrials.gov/search?id=%22NCT04332991%22,https://clinicaltrials.gov/search?id=%22NCT04331834%22,https://clinicaltrials.gov/search?id=%22NCT04420247%22,https://clinicaltrials.gov/search?id=%22NCT04334148%22,https://clinicaltrials.gov/search?id=%22NCT04328467%22,https://clinicaltrials.gov/search?id=%22NCT04446104%22,https://clinicaltrials.gov/search?id=%22NCT04358081%22"
"MONDO_0100096","COVID-19","CHEMBL1496","ROSUVASTATIN","Small molecule","HMG-CoA reductase inhibitor","Inhibitor","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04472611%22"
"MONDO_0100096","COVID-19","CHEMBL1690","HYDROXYCHLOROQUINE SULFATE","Small molecule","Toll-like receptor 7 antagonist","Antagonist","TLR7","toll like receptor 7",3,"Terminated","https://clinicaltrials.gov/search?id=%22NCT04342221%22"
"MONDO_0100096","COVID-19","CHEMBL163","RITONAVIR","Small molecule","Cytochrome P450 3A inhibitor","Inhibitor","CYP3A7","cytochrome P450 family 3 subfamily A member 7",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04321174%22,https://clinicaltrials.gov/search?id=%22NCT04303299%22,https://clinicaltrials.gov/search?id=%22NCT04261270%22"
"MONDO_0100096","COVID-19","CHEMBL2106041","AVIPTADIL","Protein","Adrenergic receptor alpha antagonist","Antagonist","ADRA2C","adrenoceptor alpha 2C",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04843761%22"
"MONDO_0100096","COVID-19","CHEMBL2108723","PEGINTERFERON LAMBDA-1A","Protein","Interferon lambda receptor agonist","Agonist","IL10RB","interleukin 10 receptor subunit beta",3,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04967430%22"
"MONDO_0100096","COVID-19","CHEMBL384467","DEXAMETHASONE","Small molecule","Glucocorticoid receptor agonist","Agonist","NR3C1","nuclear receptor subfamily 3 group C member 1",3,"Active, not recruiting","https://clinicaltrials.gov/search?id=%22NCT04640168%22"
"MONDO_0100096","COVID-19","CHEMBL932","DIPYRIDAMOLE","Small molecule","3',5'-cyclic phosphodiesterase inhibitor","Inhibitor","PDE4D","phosphodiesterase 4D",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04410328%22"
"MONDO_0100096","COVID-19","CHEMBL1200694","SEVOFLURANE","Small molecule","Glycine receptor (alpha-1/beta) positive modulator","Positive modulator","GLRA1","glycine receptor alpha 1",3,"Completed","https://clinicaltrials.gov/search?id=%22NCT04355962%22"
"MONDO_0100096","COVID-19","CHEMBL1200699","DOXYCYCLINE","Small molecule","Matrix metalloproteinase 8 inhibitor","Inhibitor","MMP8","matrix metallopeptidase 8",3,"Withdrawn","https://clinicaltrials.gov/search?id=%22NCT04528927%22"
"MONDO_0100096","COVID-19","CHEMBL1269025","EDOXABAN","Small molecule","Coagulation factor X inhibitor","Inhibitor","F10","coagulation factor X",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04516941%22,https://clinicaltrials.gov/search?id=%22NCT04542408%22"
"MONDO_0100096","COVID-19","CHEMBL1569","AMANTADINE HYDROCHLORIDE","Small molecule","Glutamate [NMDA] receptor antagonist","Antagonist","GRIN3B","glutamate ionotropic receptor NMDA type subunit 3B",3,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04854759%22"
"MONDO_0100096","COVID-19","CHEMBL107","COLCHICINE","Small molecule","Tubulin inhibitor","Inhibitor","TUBB1","tubulin beta 1 class VI",3,"Withdrawn","https://clinicaltrials.gov/search?id=%22NCT04603690%22"
